group,Team,Year,name,value,,,,,,,,,,,
O,NYI,15_16,Simpson,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Simpson"",""value"":0,""group"":""O"",""team"":""NYI"",""year"":""15_16""},"
O,NYI,15_16,Williams,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Williams"",""value"":0,""group"":""O"",""team"":""NYI"",""year"":""15_16""},"
O,NYI,15_16,Petrov,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Petrov"",""value"":0,""group"":""O"",""team"":""NYI"",""year"":""15_16""},"
O,NYI,15_16,Johnston,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Johnston"",""value"":0,""group"":""O"",""team"":""NYI"",""year"":""15_16""},"
O,NYI,15_16,Burroughs,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Burroughs"",""value"":0,""group"":""O"",""team"":""NYI"",""year"":""15_16""},"
O,NYI,15_16,Beck,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Beck"",""value"":0,""group"":""O"",""team"":""NYI"",""year"":""15_16""},"
O,NYI,15_16,Dal Colle,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Dal Colle"",""value"":0,""group"":""O"",""team"":""NYI"",""year"":""15_16""},"
O,NYI,15_16,Mayfield,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Mayfield"",""value"":0,""group"":""O"",""team"":""NYI"",""year"":""15_16""},"
O,NYI,15_16,Pulock,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Pulock"",""value"":0,""group"":""O"",""team"":""NYI"",""year"":""15_16""},"
O,NYI,15_16,Barzal,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Barzal"",""value"":0,""group"":""O"",""team"":""NYI"",""year"":""15_16""},"
O,NYI,15_16,Ho-Sang,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Ho-Sang"",""value"":0,""group"":""O"",""team"":""NYI"",""year"":""15_16""},"
O,NYI,15_16,Nilsson,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Nilsson"",""value"":0,""group"":""O"",""team"":""NYI"",""year"":""15_16""},"
O,NYI,15_16,Pelech,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Pelech"",""value"":0,""group"":""O"",""team"":""NYI"",""year"":""15_16""},"
O,NYI,15_16,Collberg,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Collberg"",""value"":0,""group"":""O"",""team"":""NYI"",""year"":""15_16""},"
O,NYI,15_16,Finn,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Finn"",""value"":0,""group"":""O"",""team"":""NYI"",""year"":""15_16""},"
O,NYI,15_16,Verhaeghe,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Verhaeghe"",""value"":0,""group"":""O"",""team"":""NYI"",""year"":""15_16""},"
O,NYI,15_16,Gibson,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Gibson"",""value"":0,""group"":""O"",""team"":""NYI"",""year"":""15_16""},"
O,NYI,15_16,Leduc,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Leduc"",""value"":0,""group"":""O"",""team"":""NYI"",""year"":""15_16""},"
O,NYI,15_16,Graham,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Graham"",""value"":0,""group"":""O"",""team"":""NYI"",""year"":""15_16""},"
O,NYI,15_16,Quine,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Quine"",""value"":0,""group"":""O"",""team"":""NYI"",""year"":""15_16""},"
O,NYI,15_16,Czuczman,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Czuczman"",""value"":0,""group"":""O"",""team"":""NYI"",""year"":""15_16""},"
O,NYI,15_16,Halmo,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Halmo"",""value"":0,""group"":""O"",""team"":""NYI"",""year"":""15_16""},"
O,NYI,15_16,Wright,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Wright"",""value"":0,""group"":""O"",""team"":""NYI"",""year"":""15_16""},"
O,NYI,15_16,Kearns,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Kearns"",""value"":0,""group"":""O"",""team"":""NYI"",""year"":""15_16""},"
O,NYI,15_16,Holmstrom,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Holmstrom"",""value"":0,""group"":""O"",""team"":""NYI"",""year"":""15_16""},"
O,NYI,15_16,Whitney,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Whitney"",""value"":0,""group"":""O"",""team"":""NYI"",""year"":""15_16""},"
O,NYI,15_16,Florek,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Florek"",""value"":0,""group"":""O"",""team"":""NYI"",""year"":""15_16""},"
O,NYI,15_16,Vaive,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Vaive"",""value"":0,""group"":""O"",""team"":""NYI"",""year"":""15_16""},"
O,NYI,15_16,Leblanc,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Leblanc"",""value"":0,""group"":""O"",""team"":""NYI"",""year"":""15_16""},"
O,NYI,15_16,Poulin,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Poulin"",""value"":0,""group"":""O"",""team"":""NYI"",""year"":""15_16""},"
O,NYI,15_16,Clark,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Clark"",""value"":0,""group"":""O"",""team"":""NYI"",""year"":""15_16""},"
O,NYI,15_16,Louis,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Louis"",""value"":0,""group"":""O"",""team"":""NYI"",""year"":""15_16""},"
F,NJD,15_16,Zajac,5.75,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Zajac"",""value"":5.75,""group"":""F"",""team"":""NJD"",""year"":""15_16""},"
F,NJD,15_16,Elias,5.5,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Elias"",""value"":5.5,""group"":""F"",""team"":""NJD"",""year"":""15_16""},"
F,NJD,15_16,Cammalleri,5,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Cammalleri"",""value"":5,""group"":""F"",""team"":""NJD"",""year"":""15_16""},"
F,NJD,15_16,Clowe,4.85,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Clowe"",""value"":4.85,""group"":""F"",""team"":""NJD"",""year"":""15_16""},"
F,NJD,15_16,Henrique,4,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Henrique"",""value"":4,""group"":""F"",""team"":""NJD"",""year"":""15_16""},"
F,NJD,15_16,Ruutu,3.8,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Ruutu"",""value"":3.8,""group"":""F"",""team"":""NJD"",""year"":""15_16""},"
F,NJD,15_16,Palmieri,1.467,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Palmieri"",""value"":1.467,""group"":""F"",""team"":""NJD"",""year"":""15_16""},"
F,NJD,15_16,Gionta,0.85,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Gionta"",""value"":0.85,""group"":""F"",""team"":""NJD"",""year"":""15_16""},"
F,NJD,15_16,Tootoo,0.825,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Tootoo"",""value"":0.825,""group"":""F"",""team"":""NJD"",""year"":""15_16""},"
F,NJD,15_16,Josefson,0.8,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Josefson"",""value"":0.8,""group"":""F"",""team"":""NJD"",""year"":""15_16""},"
F,NJD,15_16,Tlusty,0.8,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Tlusty"",""value"":0.8,""group"":""F"",""team"":""NJD"",""year"":""15_16""},"
F,NJD,15_16,Matteau,0.613,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Matteau"",""value"":0.613,""group"":""F"",""team"":""NJD"",""year"":""15_16""},"
F,NJD,15_16,Gomez,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Gomez"",""value"":0,""group"":""F"",""team"":""NJD"",""year"":""15_16""},"
F,NJD,15_16,Kennedy,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Kennedy"",""value"":0,""group"":""F"",""team"":""NJD"",""year"":""15_16""},"
F,NJD,15_16,Ryder,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Ryder"",""value"":0,""group"":""F"",""team"":""NJD"",""year"":""15_16""},"
D,NJD,15_16,Greene,5,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Greene"",""value"":5,""group"":""D"",""team"":""NJD"",""year"":""15_16""},"
D,NJD,15_16,Larsson,4.167,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Larsson"",""value"":4.167,""group"":""D"",""team"":""NJD"",""year"":""15_16""},"
D,NJD,15_16,Moore,1.667,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Moore"",""value"":1.667,""group"":""D"",""team"":""NJD"",""year"":""15_16""},"
D,NJD,15_16,Gelinas,1.575,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Gelinas"",""value"":1.575,""group"":""D"",""team"":""NJD"",""year"":""15_16""},"
D,NJD,15_16,Merrill,0.9,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Merrill"",""value"":0.9,""group"":""D"",""team"":""NJD"",""year"":""15_16""},"
D,NJD,15_16,Severson,0.888,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Severson"",""value"":0.888,""group"":""D"",""team"":""NJD"",""year"":""15_16""},"
D,NJD,15_16,Schlemko,0.625,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Schlemko"",""value"":0.625,""group"":""D"",""team"":""NJD"",""year"":""15_16""},"
D,NJD,15_16,Fraser,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Fraser"",""value"":0,""group"":""D"",""team"":""NJD"",""year"":""15_16""},"
G,NJD,15_16,Schneider,6,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Schneider"",""value"":6,""group"":""G"",""team"":""NJD"",""year"":""15_16""},"
G,NJD,15_16,Kinkaid,0.725,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Kinkaid"",""value"":0.725,""group"":""G"",""team"":""NJD"",""year"":""15_16""},"
O,NJD,15_16,Zubrus,3.1,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Zubrus"",""value"":3.1,""group"":""O"",""team"":""NJD"",""year"":""15_16""},"
O,NJD,15_16,Kovalchuk,0.25,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Kovalchuk"",""value"":0.25,""group"":""O"",""team"":""NJD"",""year"":""15_16""},"
O,NJD,15_16,Volchenkov,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Volchenkov"",""value"":0,""group"":""O"",""team"":""NJD"",""year"":""15_16""},"
O,NJD,15_16,Janssen,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Janssen"",""value"":0,""group"":""O"",""team"":""NJD"",""year"":""15_16""},"
O,NJD,15_16,Salvador,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Salvador"",""value"":0,""group"":""O"",""team"":""NJD"",""year"":""15_16""},"
O,NJD,15_16,Sestito,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Sestito"",""value"":0,""group"":""O"",""team"":""NJD"",""year"":""15_16""},"
O,NJD,15_16,Kalinin,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Kalinin"",""value"":0,""group"":""O"",""team"":""NJD"",""year"":""15_16""},"
O,NJD,15_16,Zacha,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Zacha"",""value"":0,""group"":""O"",""team"":""NJD"",""year"":""15_16""},"
O,NJD,15_16,Boucher,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Boucher"",""value"":0,""group"":""O"",""team"":""NJD"",""year"":""15_16""},"
O,NJD,15_16,Coleman,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Coleman"",""value"":0,""group"":""O"",""team"":""NJD"",""year"":""15_16""},"
O,NJD,15_16,Hrabarenka,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Hrabarenka"",""value"":0,""group"":""O"",""team"":""NJD"",""year"":""15_16""},"
O,NJD,15_16,Kujawinski,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Kujawinski"",""value"":0,""group"":""O"",""team"":""NJD"",""year"":""15_16""},"
O,NJD,15_16,Mozik,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Mozik"",""value"":0,""group"":""O"",""team"":""NJD"",""year"":""15_16""},"
O,NJD,15_16,Quenneville,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Quenneville"",""value"":0,""group"":""O"",""team"":""NJD"",""year"":""15_16""},"
O,NJD,15_16,Blandisi,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Blandisi"",""value"":0,""group"":""O"",""team"":""NJD"",""year"":""15_16""},"
O,NJD,15_16,Black,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Black"",""value"":0,""group"":""O"",""team"":""NJD"",""year"":""15_16""},"
O,NJD,15_16,Pietila,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Pietila"",""value"":0,""group"":""O"",""team"":""NJD"",""year"":""15_16""},"
O,NJD,15_16,Scarlett,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Scarlett"",""value"":0,""group"":""O"",""team"":""NJD"",""year"":""15_16""},"
O,NJD,15_16,Thomson,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Thomson"",""value"":0,""group"":""O"",""team"":""NJD"",""year"":""15_16""},"
O,NJD,15_16,Johnson,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Johnson"",""value"":0,""group"":""O"",""team"":""NJD"",""year"":""15_16""},"
O,NJD,15_16,Helgeson,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Helgeson"",""value"":0,""group"":""O"",""team"":""NJD"",""year"":""15_16""},"
O,NJD,15_16,Wedgewood,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Wedgewood"",""value"":0,""group"":""O"",""team"":""NJD"",""year"":""15_16""},"
O,NJD,15_16,Danis,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Danis"",""value"":0,""group"":""O"",""team"":""NJD"",""year"":""15_16""},"
O,NJD,15_16,Gragnani,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Gragnani"",""value"":0,""group"":""O"",""team"":""NJD"",""year"":""15_16""},"
O,NJD,15_16,O'Brien,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""O'Brien"",""value"":0,""group"":""O"",""team"":""NJD"",""year"":""15_16""},"
O,NJD,15_16,Thompson,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Thompson"",""value"":0,""group"":""O"",""team"":""NJD"",""year"":""15_16""},"
O,NJD,15_16,Burlon,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Burlon"",""value"":0,""group"":""O"",""team"":""NJD"",""year"":""15_16""},"
O,NJD,15_16,Kelly,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Kelly"",""value"":0,""group"":""O"",""team"":""NJD"",""year"":""15_16""},"
O,NJD,15_16,Sislo,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Sislo"",""value"":0,""group"":""O"",""team"":""NJD"",""year"":""15_16""},"
O,NJD,15_16,Clermont,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Clermont"",""value"":0,""group"":""O"",""team"":""NJD"",""year"":""15_16""},"
O,NJD,15_16,McPherson,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""McPherson"",""value"":0,""group"":""O"",""team"":""NJD"",""year"":""15_16""},"
O,NJD,15_16,Zajac,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Zajac"",""value"":0,""group"":""O"",""team"":""NJD"",""year"":""15_16""},"
O,NJD,15_16,Timmins,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Timmins"",""value"":0,""group"":""O"",""team"":""NJD"",""year"":""15_16""},"
F,NAS,15_16,Neal,5,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Neal"",""value"":5,""group"":""F"",""team"":""NAS"",""year"":""15_16""},"
F,NAS,15_16,Fisher,4.4,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Fisher"",""value"":4.4,""group"":""F"",""team"":""NAS"",""year"":""15_16""},"
F,NAS,15_16,Smith,4.25,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Smith"",""value"":4.25,""group"":""F"",""team"":""NAS"",""year"":""15_16""},"
F,NAS,15_16,Wilson,3.938,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Wilson"",""value"":3.938,""group"":""F"",""team"":""NAS"",""year"":""15_16""},"
F,NAS,15_16,Ribeiro,3.5,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Ribeiro"",""value"":3.5,""group"":""F"",""team"":""NAS"",""year"":""15_16""},"
F,NAS,15_16,Gaustad,3.25,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Gaustad"",""value"":3.25,""group"":""F"",""team"":""NAS"",""year"":""15_16""},"
F,NAS,15_16,Nystrom,2.5,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Nystrom"",""value"":2.5,""group"":""F"",""team"":""NAS"",""year"":""15_16""},"
F,NAS,15_16,Forsberg,1.461,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Forsberg"",""value"":1.461,""group"":""F"",""team"":""NAS"",""year"":""15_16""},"
F,NAS,15_16,Hodgson,1.05,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Hodgson"",""value"":1.05,""group"":""F"",""team"":""NAS"",""year"":""15_16""},"
F,NAS,15_16,Steve Moses,1,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Steve Moses"",""value"":1,""group"":""F"",""team"":""NAS"",""year"":""15_16""},"
F,NAS,15_16,Bourque,0.866,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Bourque"",""value"":0.866,""group"":""F"",""team"":""NAS"",""year"":""15_16""},"
F,NAS,15_16,Jarnkrok,0.735,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Jarnkrok"",""value"":0.735,""group"":""F"",""team"":""NAS"",""year"":""15_16""},"
D,NAS,15_16,Weber,7.857,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Weber"",""value"":7.857,""group"":""D"",""team"":""NAS"",""year"":""15_16""},"
D,NAS,15_16,Josi,4,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Josi"",""value"":4,""group"":""D"",""team"":""NAS"",""year"":""15_16""},"
D,NAS,15_16,Jones,3.225,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Jones"",""value"":3.225,""group"":""D"",""team"":""NAS"",""year"":""15_16""},"
D,NAS,15_16,Ellis,2.5,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Ellis"",""value"":2.5,""group"":""D"",""team"":""NAS"",""year"":""15_16""},"
D,NAS,15_16,Jackman,2,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Jackman"",""value"":2,""group"":""D"",""team"":""NAS"",""year"":""15_16""},"
D,NAS,15_16,Ekholm,1.038,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Ekholm"",""value"":1.038,""group"":""D"",""team"":""NAS"",""year"":""15_16""},"
D,NAS,15_16,Bartley,0.667,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Bartley"",""value"":0.667,""group"":""D"",""team"":""NAS"",""year"":""15_16""},"
D,NAS,15_16,Volchenkov,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Volchenkov"",""value"":0,""group"":""D"",""team"":""NAS"",""year"":""15_16""},"
G,NAS,15_16,Rinne,7,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Rinne"",""value"":7,""group"":""G"",""team"":""NAS"",""year"":""15_16""},"
G,NAS,15_16,Hutton,0.725,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Hutton"",""value"":0.725,""group"":""G"",""team"":""NAS"",""year"":""15_16""},"
O,NAS,15_16,Stalberg,0.667,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Stalberg"",""value"":0.667,""group"":""O"",""team"":""NAS"",""year"":""15_16""},"
O,NAS,15_16,Clune,0.283,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Clune"",""value"":0.283,""group"":""O"",""team"":""NAS"",""year"":""15_16""},"
O,NAS,15_16,Van Guilder,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Van Guilder"",""value"":0,""group"":""O"",""team"":""NAS"",""year"":""15_16""},"
O,NAS,15_16,Dougherty,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Dougherty"",""value"":0,""group"":""O"",""team"":""NAS"",""year"":""15_16""},"
O,NAS,15_16,Cehlin,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Cehlin"",""value"":0,""group"":""O"",""team"":""NAS"",""year"":""15_16""},"
O,NAS,15_16,Fiala,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Fiala"",""value"":0,""group"":""O"",""team"":""NAS"",""year"":""15_16""},"
O,NAS,15_16,Aberg,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Aberg"",""value"":0,""group"":""O"",""team"":""NAS"",""year"":""15_16""},"
O,NAS,15_16,Alm,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Alm"",""value"":0,""group"":""O"",""team"":""NAS"",""year"":""15_16""},"
O,NAS,15_16,Kamenev,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Kamenev"",""value"":0,""group"":""O"",""team"":""NAS"",""year"":""15_16""},"
O,NAS,15_16,Nakyva,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Nakyva"",""value"":0,""group"":""O"",""team"":""NAS"",""year"":""15_16""},"
O,NAS,15_16,Salomaki,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Salomaki"",""value"":0,""group"":""O"",""team"":""NAS"",""year"":""15_16""},"
O,NAS,15_16,Saros,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Saros"",""value"":0,""group"":""O"",""team"":""NAS"",""year"":""15_16""},"
O,NAS,15_16,Trenin,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Trenin"",""value"":0,""group"":""O"",""team"":""NAS"",""year"":""15_16""},"
O,NAS,15_16,Noonan,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Noonan"",""value"":0,""group"":""O"",""team"":""NAS"",""year"":""15_16""},"
O,NAS,15_16,Sissons,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Sissons"",""value"":0,""group"":""O"",""team"":""NAS"",""year"":""15_16""},"
O,NAS,15_16,Diaby,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Diaby"",""value"":0,""group"":""O"",""team"":""NAS"",""year"":""15_16""},"
O,NAS,15_16,Girard,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Girard"",""value"":0,""group"":""O"",""team"":""NAS"",""year"":""15_16""},"
O,NAS,15_16,Vainonen,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Vainonen"",""value"":0,""group"":""O"",""team"":""NAS"",""year"":""15_16""},"
O,NAS,15_16,Arvidsson,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Arvidsson"",""value"":0,""group"":""O"",""team"":""NAS"",""year"":""15_16""},"
O,NAS,15_16,Gortz,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Gortz"",""value"":0,""group"":""O"",""team"":""NAS"",""year"":""15_16""},"
O,NAS,15_16,Rissling,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Rissling"",""value"":0,""group"":""O"",""team"":""NAS"",""year"":""15_16""},"
O,NAS,15_16,Bitetto,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Bitetto"",""value"":0,""group"":""O"",""team"":""NAS"",""year"":""15_16""},"
O,NAS,15_16,Aronson,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Aronson"",""value"":0,""group"":""O"",""team"":""NAS"",""year"":""15_16""},"
O,NAS,15_16,Allen,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Allen"",""value"":0,""group"":""O"",""team"":""NAS"",""year"":""15_16""},"
O,NAS,15_16,Bass,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Bass"",""value"":0,""group"":""O"",""team"":""NAS"",""year"":""15_16""},"
O,NAS,15_16,Devane,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Devane"",""value"":0,""group"":""O"",""team"":""NAS"",""year"":""15_16""},"
