group,Team,Year,name,value,,,,,,,,,,,
O,PIT,14_15,Dea,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Dea"",""value"":0,""group"":""O"",""team"":""PIT"",""year"":""14_15""},"
O,PIT,14_15,McNeill,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""McNeill"",""value"":0,""group"":""O"",""team"":""PIT"",""year"":""14_15""},"
O,PIT,14_15,Hartzell,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Hartzell"",""value"":0,""group"":""O"",""team"":""PIT"",""year"":""14_15""},"
O,PIT,14_15,Letourneau-Leblond,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Letourneau-Leblond"",""value"":0,""group"":""O"",""team"":""PIT"",""year"":""14_15""},"
F,ARI,14_15,Doan,5.3,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Doan"",""value"":5.3,""group"":""F"",""team"":""ARI"",""year"":""14_15""},"
F,ARI,14_15,Erat,4.5,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Erat"",""value"":4.5,""group"":""F"",""team"":""ARI"",""year"":""14_15""},"
F,ARI,14_15,Gagner,3.2,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Gagner"",""value"":3.2,""group"":""F"",""team"":""ARI"",""year"":""14_15""},"
F,ARI,14_15,Hanzal,3.1,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Hanzal"",""value"":3.1,""group"":""F"",""team"":""ARI"",""year"":""14_15""},"
F,ARI,14_15,Boedker,2.55,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Boedker"",""value"":2.55,""group"":""F"",""team"":""ARI"",""year"":""14_15""},"
F,ARI,14_15,Korpikoski,2.5,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Korpikoski"",""value"":2.5,""group"":""F"",""team"":""ARI"",""year"":""14_15""},"
F,ARI,14_15,Crombeen,1.15,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Crombeen"",""value"":1.15,""group"":""F"",""team"":""ARI"",""year"":""14_15""},"
F,ARI,14_15,Vitale,1.117,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Vitale"",""value"":1.117,""group"":""F"",""team"":""ARI"",""year"":""14_15""},"
F,ARI,14_15,Chipchura,0.875,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Chipchura"",""value"":0.875,""group"":""F"",""team"":""ARI"",""year"":""14_15""},"
F,ARI,14_15,Rieder,0.801,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Rieder"",""value"":0.801,""group"":""F"",""team"":""ARI"",""year"":""14_15""},"
F,ARI,14_15,Moss,0.8,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Moss"",""value"":0.8,""group"":""F"",""team"":""ARI"",""year"":""14_15""},"
F,ARI,14_15,Arcobello,0.194,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Arcobello"",""value"":0.194,""group"":""F"",""team"":""ARI"",""year"":""14_15""},"
F,ARI,14_15,McGinn,0.132,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""McGinn"",""value"":0.132,""group"":""F"",""team"":""ARI"",""year"":""14_15""},"
F,ARI,14_15,Cunningham,0.132,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Cunningham"",""value"":0.132,""group"":""F"",""team"":""ARI"",""year"":""14_15""},"
F,ARI,14_15,Szwarz,0.068,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Szwarz"",""value"":0.068,""group"":""F"",""team"":""ARI"",""year"":""14_15""},"
F,ARI,14_15,Samuelsson,0.048,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Samuelsson"",""value"":0.048,""group"":""F"",""team"":""ARI"",""year"":""14_15""},"
D,ARI,14_15,Ekman-Larsson,5.5,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Ekman-Larsson"",""value"":5.5,""group"":""D"",""team"":""ARI"",""year"":""14_15""},"
D,ARI,14_15,Stone,1.15,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Stone"",""value"":1.15,""group"":""D"",""team"":""ARI"",""year"":""14_15""},"
D,ARI,14_15,Murphy,1.076,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Murphy"",""value"":1.076,""group"":""D"",""team"":""ARI"",""year"":""14_15""},"
D,ARI,14_15,Campbell,0.231,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Campbell"",""value"":0.231,""group"":""D"",""team"":""ARI"",""year"":""14_15""},"
D,ARI,14_15,Moore,0.192,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Moore"",""value"":0.192,""group"":""D"",""team"":""ARI"",""year"":""14_15""},"
D,ARI,14_15,Dahlbeck,0.165,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Dahlbeck"",""value"":0.165,""group"":""D"",""team"":""ARI"",""year"":""14_15""},"
G,ARI,14_15,Smith,5.667,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Smith"",""value"":5.667,""group"":""G"",""team"":""ARI"",""year"":""14_15""},"
G,ARI,14_15,Domingue,0.18,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Domingue"",""value"":0.18,""group"":""G"",""team"":""ARI"",""year"":""14_15""},"
O,ARI,14_15,Yandle,4.065,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Yandle"",""value"":4.065,""group"":""O"",""team"":""ARI"",""year"":""14_15""},"
O,ARI,14_15,Michalek,3.118,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Michalek"",""value"":3.118,""group"":""O"",""team"":""ARI"",""year"":""14_15""},"
O,ARI,14_15,Vermette,2.883,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Vermette"",""value"":2.883,""group"":""O"",""team"":""ARI"",""year"":""14_15""},"
O,ARI,14_15,Ribeiro,1.944,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Ribeiro"",""value"":1.944,""group"":""O"",""team"":""ARI"",""year"":""14_15""},"
O,ARI,14_15,Yandle,0.593,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Yandle"",""value"":0.593,""group"":""O"",""team"":""ARI"",""year"":""14_15""},"
O,ARI,14_15,Schlemko,0.504,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Schlemko"",""value"":0.504,""group"":""O"",""team"":""ARI"",""year"":""14_15""},"
O,ARI,14_15,Michalek,0.441,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Michalek"",""value"":0.441,""group"":""O"",""team"":""ARI"",""year"":""14_15""},"
O,ARI,14_15,McMillan,0.427,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""McMillan"",""value"":0.427,""group"":""O"",""team"":""ARI"",""year"":""14_15""},"
O,ARI,14_15,Dubnyk,0.422,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Dubnyk"",""value"":0.422,""group"":""O"",""team"":""ARI"",""year"":""14_15""},"
O,ARI,14_15,Summers,0.41,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Summers"",""value"":0.41,""group"":""O"",""team"":""ARI"",""year"":""14_15""},"
O,ARI,14_15,Rundblad,0.212,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Rundblad"",""value"":0.212,""group"":""O"",""team"":""ARI"",""year"":""14_15""},"
O,ARI,14_15,Klinkhammer,0.195,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Klinkhammer"",""value"":0.195,""group"":""O"",""team"":""ARI"",""year"":""14_15""},"
O,ARI,14_15,Gormley,0.926,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Gormley"",""value"":0.926,""group"":""O"",""team"":""ARI"",""year"":""14_15""},"
O,ARI,14_15,Lessio,0.288,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Lessio"",""value"":0.288,""group"":""O"",""team"":""ARI"",""year"":""14_15""},"
O,ARI,14_15,Shinnimin,0.129,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Shinnimin"",""value"":0.129,""group"":""O"",""team"":""ARI"",""year"":""14_15""},"
O,ARI,14_15,Martinook,0.09,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Martinook"",""value"":0.09,""group"":""O"",""team"":""ARI"",""year"":""14_15""},"
O,ARI,14_15,Bolduc,0.087,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Bolduc"",""value"":0.087,""group"":""O"",""team"":""ARI"",""year"":""14_15""},"
O,ARI,14_15,McKenna,0.08,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""McKenna"",""value"":0.08,""group"":""O"",""team"":""ARI"",""year"":""14_15""},"
O,ARI,14_15,Hodgman,0.05,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Hodgman"",""value"":0.05,""group"":""O"",""team"":""ARI"",""year"":""14_15""},"
O,ARI,14_15,Lee,0.034,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Lee"",""value"":0.034,""group"":""O"",""team"":""ARI"",""year"":""14_15""},"
O,ARI,14_15,Gaudet,0.025,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Gaudet"",""value"":0.025,""group"":""O"",""team"":""ARI"",""year"":""14_15""},"
O,ARI,14_15,Samuelsson,0.024,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Samuelsson"",""value"":0.024,""group"":""O"",""team"":""ARI"",""year"":""14_15""},"
O,ARI,14_15,Reese,0.018,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Reese"",""value"":0.018,""group"":""O"",""team"":""ARI"",""year"":""14_15""},"
O,ARI,14_15,Carey,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Carey"",""value"":0,""group"":""O"",""team"":""ARI"",""year"":""14_15""},"
O,ARI,14_15,Perlini,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Perlini"",""value"":0,""group"":""O"",""team"":""ARI"",""year"":""14_15""},"
O,ARI,14_15,Domi,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Domi"",""value"":0,""group"":""O"",""team"":""ARI"",""year"":""14_15""},"
O,ARI,14_15,Dauphin,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Dauphin"",""value"":0,""group"":""O"",""team"":""ARI"",""year"":""14_15""},"
O,ARI,14_15,Duclair,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Duclair"",""value"":0,""group"":""O"",""team"":""ARI"",""year"":""14_15""},"
O,ARI,14_15,Visentin,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Visentin"",""value"":0,""group"":""O"",""team"":""ARI"",""year"":""14_15""},"
O,ARI,14_15,Melindy,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Melindy"",""value"":0,""group"":""O"",""team"":""ARI"",""year"":""14_15""},"
O,ARI,14_15,O'Donoghue,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""O'Donoghue"",""value"":0,""group"":""O"",""team"":""ARI"",""year"":""14_15""},"
O,ARI,14_15,Hache,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Hache"",""value"":0,""group"":""O"",""team"":""ARI"",""year"":""14_15""},"
O,ARI,14_15,Dziurzynski,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Dziurzynski"",""value"":0,""group"":""O"",""team"":""ARI"",""year"":""14_15""},"
O,ARI,14_15,Lane,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Lane"",""value"":0,""group"":""O"",""team"":""ARI"",""year"":""14_15""},"
O,ARI,14_15,Langhamer,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Langhamer"",""value"":0,""group"":""O"",""team"":""ARI"",""year"":""14_15""},"
O,ARI,14_15,Leggio,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Leggio"",""value"":0,""group"":""O"",""team"":""ARI"",""year"":""14_15""},"
O,ARI,14_15,McNeill,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""McNeill"",""value"":0,""group"":""O"",""team"":""ARI"",""year"":""14_15""},"
F,PHI,14_15,Giroux,8.275,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Giroux"",""value"":8.275,""group"":""F"",""team"":""PHI"",""year"":""14_15""},"
F,PHI,14_15,Umberger,4.6,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Umberger"",""value"":4.6,""group"":""F"",""team"":""PHI"",""year"":""14_15""},"
F,PHI,14_15,Lecavalier,4.5,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Lecavalier"",""value"":4.5,""group"":""F"",""team"":""PHI"",""year"":""14_15""},"
F,PHI,14_15,Voracek,4.25,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Voracek"",""value"":4.25,""group"":""F"",""team"":""PHI"",""year"":""14_15""},"
F,PHI,14_15,Simmonds,3.975,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Simmonds"",""value"":3.975,""group"":""F"",""team"":""PHI"",""year"":""14_15""},"
F,PHI,14_15,Read,3.625,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Read"",""value"":3.625,""group"":""F"",""team"":""PHI"",""year"":""14_15""},"
F,PHI,14_15,Schenn,2.5,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Schenn"",""value"":2.5,""group"":""F"",""team"":""PHI"",""year"":""14_15""},"
F,PHI,14_15,Couturier,1.75,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Couturier"",""value"":1.75,""group"":""F"",""team"":""PHI"",""year"":""14_15""},"
F,PHI,14_15,Raffl,1.1,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Raffl"",""value"":1.1,""group"":""F"",""team"":""PHI"",""year"":""14_15""},"
F,PHI,14_15,Rinaldo,0.75,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Rinaldo"",""value"":0.75,""group"":""F"",""team"":""PHI"",""year"":""14_15""},"
F,PHI,14_15,Bellemare,0.6,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Bellemare"",""value"":0.6,""group"":""F"",""team"":""PHI"",""year"":""14_15""},"
F,PHI,14_15,VandeVelde,0.553,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""VandeVelde"",""value"":0.553,""group"":""F"",""team"":""PHI"",""year"":""14_15""},"
F,PHI,14_15,White,0.513,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""White"",""value"":0.513,""group"":""F"",""team"":""PHI"",""year"":""14_15""},"
D,PHI,14_15,Streit,5.25,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Streit"",""value"":5.25,""group"":""D"",""team"":""PHI"",""year"":""14_15""},"
D,PHI,14_15,MacDonald,5,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""MacDonald"",""value"":5,""group"":""D"",""team"":""PHI"",""year"":""14_15""},"
D,PHI,14_15,Pronger,4.921,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Pronger"",""value"":4.921,""group"":""D"",""team"":""PHI"",""year"":""14_15""},"
D,PHI,14_15,Schenn,3.6,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Schenn"",""value"":3.6,""group"":""D"",""team"":""PHI"",""year"":""14_15""},"
D,PHI,14_15,Grossmann,3.5,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Grossmann"",""value"":3.5,""group"":""D"",""team"":""PHI"",""year"":""14_15""},"
D,PHI,14_15,Del Zotto,1.3,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Del Zotto"",""value"":1.3,""group"":""D"",""team"":""PHI"",""year"":""14_15""},"
D,PHI,14_15,Schultz,1.25,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Schultz"",""value"":1.25,""group"":""D"",""team"":""PHI"",""year"":""14_15""},"
D,PHI,14_15,Colaiacovo,0.551,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Colaiacovo"",""value"":0.551,""group"":""D"",""team"":""PHI"",""year"":""14_15""},"
D,PHI,14_15,Gudas,0.219,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Gudas"",""value"":0.219,""group"":""D"",""team"":""PHI"",""year"":""14_15""},"
G,PHI,14_15,Mason,4.1,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Mason"",""value"":4.1,""group"":""G"",""team"":""PHI"",""year"":""14_15""},"
G,PHI,14_15,Emery,1,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Emery"",""value"":1,""group"":""G"",""team"":""PHI"",""year"":""14_15""},"
O,PHI,14_15,Coburn,3.508,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Coburn"",""value"":3.508,""group"":""O"",""team"":""PHI"",""year"":""14_15""},"
O,PHI,14_15,Timonen,2.672,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Timonen"",""value"":2.672,""group"":""O"",""team"":""PHI"",""year"":""14_15""},"
O,PHI,14_15,Briere,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Briere"",""value"":0,""group"":""O"",""team"":""PHI"",""year"":""14_15""},"
O,PHI,14_15,Bryzgalov,0,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Bryzgalov"",""value"":0,""group"":""O"",""team"":""PHI"",""year"":""14_15""},"
O,PHI,14_15,Laughton,0.515,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Laughton"",""value"":0.515,""group"":""O"",""team"":""PHI"",""year"":""14_15""},"
O,PHI,14_15,Akeson,0.167,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Akeson"",""value"":0.167,""group"":""O"",""team"":""PHI"",""year"":""14_15""},"
O,PHI,14_15,Manning,0.139,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Manning"",""value"":0.139,""group"":""O"",""team"":""PHI"",""year"":""14_15""},"
O,PHI,14_15,Jones,0.132,,{,},"""",",","""name"":","""value"":","""group"":","""team"":","""year"":","{""name"":""Jones"",""value"":0.132,""group"":""O"",""team"":""PHI"",""year"":""14_15""},"
